numero,organizacao,task_for,servidor,grupo_designado,designado_para,prioridade,produto,categoria,subcategoria,status,origem,data_abertura,aberto_por,data_encerrado,fechado_por,codigo_encerramento,chamado_externo,prb_revisado,descricao_curta,descricao,solucao_alternativa,fechamento,atualizacoes,id_departamento
PRB0066336,Locaweb,Jessica Silva,Central do Cliente S2,Squad Central do Cliente,,4 - Baixa,Locaweb - Sistemas Internos,Central do Cliente,Chamados / Protocolos,Em andamento,Bug,31/10/2024 13:00:20,Jessica Silva,,,Outro,,falso,[Nova Central] Chamado duplicado,"Informo que através da INC8175741, foi relatado que  o cliente abriu chamado no painel novo ( Central do Cliente), e veio duplicado: 

https://cal.locaweb.com.br/dynamics_tickets/344042cd-fe95-ef11-8a69-00224837cbea     - ABERTO

ID da requisição: 4b4fca9e-1115-43a9-847a-aba4dc2d2c12

https://cal.locaweb.com.br/dynamics_tickets/7a3f7eea-fe95-ef11-8a69-6045bd39880d/edit?has_support_type=true      - CANCELADO

ID da requisição: 10102cd7-b08b-4a3d-b78e-bf2233755930",,Problema resolvido com o novo DS da Central do Cliente,65,c4d391f61397aa00386c36666144b041
PRB0068403,Locaweb,Jandy Lopes,PLESKSQL0036,Banco de Dados,Jandy Lopes,3 - Média,Locaweb - Revenda,Plesk 12.5 Windows,Banco de Dados - MSSQL,Em andamento,Bug,30/04/2025 11:29:46,Jandy Lopes,,,,,falso,[Backup] - Falha no job de backup do SQL Server Agent,"Foi identificado que os backups FULL diários das bases da plesksql0036 não foram executados entre os dias 12/03/2025 e 28/04/2025, devido ao job de execução do dia 11/03/2025 ter ficado em execução de forma continua neste período (plesksql0036_job_backup_20250429.png)

Para iniciar um novo backup, foi necessário parar a execução do job e iniciar um novo. Esta ação gera o backup do ambiente, porém após finalizar o backup de todas as bases, o job do agent fica em execução, impedindo a execução no dia seguinte

OBS: Não foram abertos INCs, pois este check está configurado como P5 no zabbix",,,20,80d391f61397aa00386c36666144b041
PRB0070187,Locaweb,Leandro Silva,PLESKSQL0036,Banco de Dados,Natalia Assumpcao Cavalcante,4 - Baixa,Locaweb - Revenda,Plesk 11 / 11.5 Windows,Banco de Dados - MSSQL,Aberto,Reincidência de incidente,29/09/2025 11:32:05,Leandro Silva,,,,,falso,"[PLESKSQL0036] - Serviço de banco ficando ""zumbi"" - Indisponibilidade serviço SQL Server ","Tivemos mais de um caso onde abre um alerta de banco de dados na máquina e quando vamos verificar o serviço está no ar, mas não respondendo nem escrita e nem leitura e quando tentamos realizar o restart, um stop ou algo parecido no serviço apresenta um erro e o mesmo só é resolvido após reiniciarmos a máquina

Durante a analise do INC8572019, foi identificado um travamento do disco de dados da maquina plesksql0035

Necessário analisar o motivo deste travamento, pois foi necessário o reboot do servidor para normalizar o serviço",,,37,80d391f61397aa00386c36666144b041
PRB0073054,Locaweb,Lucas Santos,,SisCorp Operacionais,Guilherme  Andrade Salgado De Freitas,3 - Média,Locaweb - Cloud Locaweb,Provisionamento,Falha na instalação,Aguardando Validação da Resolução,Bug,14/05/2026 16:51:53,Lucas Santos,,,Falha de Aplicação,,falso,[CLOUDSTACK] - Usuário duplicado no provisionamento do CloudStack,"Durante o processo de contratação e ativação do Locaweb Cloud (12/05/2026), foram gerados registros duplicados (idênticos) para a Account e o User. Essa duplicidade causou uma inconsistência na gerência de recursos, onde as VMs e Redes solicitadas foram distribuídas entre os dois IDs de conta gerados, impedindo que o cliente visualize todos os seus recursos em um único painel.",,"Resolvido via CHG0222103. A mesma alterou o tempo padrão de timeout da API Gateway do Integrador-Cloud de 29 segundos para 120 segundos, evitando retries desnecessários e condições de corrida.",13,c0d391f61397aa00386c36666144b041
PRB0069947,KingHost,Rafael Trapp Da Silva,,KingHost - Emails,Gabriela Ramires Magalhaes,4 - Baixa,KingHost - Email Pro,Painel,Falha nas Ações de edição de contas,Em andamento,Bug,11/09/2025 12:07:25,Rafael Trapp Da Silva,,,Falha de Aplicação,,falso,Falha na visualização das contas,Falha onde não é possivel visualizar no painel na tela de gerenciamento das contas as caixas criadas. as contas não são exibidas.,,"Publicado a correção e testado em prod com sucesso:

CHG0221575
MR: https://gitlab-administrativo.kinghost.net/DevCanais/painel-clientes/-/merge_requests/5842",36,fd2910b197395e10be07b286f053af60
PRB0069467,Locaweb,Fabiano Candiotto,Hospedagem Dedicada,Squad Hospedagem/ Hospedagem Dedicada,,3 - Média,Locaweb - Hospedagem VPS,Linux - Hospedagem VPS,Domínio aguardando instalação,Aberto,Bug,06/08/2025 20:06:30,Fabiano Candiotto,,,,,falso,[VPSHOST/L70] Problem: Hank Instalation Recipes::Domains::Domain::Linux::Activate Domain_reserved,"Receita de adição de subdomínio fica com status ""Domain_reserved""


Logs da Aka e Piglet:

==> /var/log/aka/aka.log <==
2025-08-06 20:14:32,790 - aka.api.auth - DEBUG - X-Auth Header accepted
2025-08-06 20:14:32,791 - aka.users - DEBUG - Loading minuid and maxuid from configuration file..
2025-08-06 20:14:32,792 - aka.api.user - ERROR - Cannot create user viadeacesso5 , login already exists
2025-08-06 20:14:32,792 - aka.api.error - INFO - 2025-08-06 20:14:32.792837 127.0.0.1 POST http://localhost:7901/user 409 AkaApi

==> /var/log/piglet/piglet.log <==
2025-08-06 20:14:32,793 - piglet.akaapi - ERROR - HTTP Code 409 Response Conflict Endpoint /user User-Agent AkaApi

==> /var/log/aka/aka.log <==
2025-08-06 20:14:32,827 - aka.api.auth - DEBUG - X-Auth Header accepted
2025-08-06 20:14:32,828 - aka.hosting - INFO - VirtualHost already exists /etc/locaweb/hospedagem/viadeacesso5.conf
2025-08-06 20:14:32,828 - aka.api.error - INFO - 2025-08-06 20:14:32.828603 127.0.0.1 POST http://localhost:7901/site 409 AkaApi

==> /var/log/piglet/piglet.log <==
2025-08-06 20:14:32,829 - piglet.akaapi - ERROR - HTTP Code 409 Response Conflict Endpoint /site User-Agent AkaApi
2025-08-06 20:14:32,830 - piglet.utils - INFO - 10.32.32.45 2025-08-06 20:14:32.737976 GET http://179.188.47.1/cgi-bin/linuxadmin_web.pl?acao=CRIARWEB&par1=viadeacesso5&par2=senha&par3=abrirvaga.viadeacesso.org&par4=0&par5=Abrirvaga 200 OK
",,,96,4cd391f61397aa00386c36666144b040
PRB0064260,Locaweb,Otavio Bonet,Reseller-Conciliator,Linux,Antonio Nery,4 - Baixa,Locaweb - Sistemas Internos,Monitoração,Monitoração Sistemas,Em andamento,Reincidência de incidente,29/02/2024 08:16:45,Otavio Bonet,,,Falha de Sistema Operacional,,falso,[cproXXXX] Problem: Lack of free swap space on cproXXXX,"Olá,

Estamos recebendo alarmes de consumo de memória swap de servidores cproXXXX da aplicação Reseller-Conciliator.

Havia o PRB0064069 na qual eu encerrei mas não havia confirmado se tiveram mais incidentes após a solicitação de validação. O correto era ter rejeitado o PRB para não ser necessário abrir um novo.

Como consumo parte de aplicações internas, então não seguimos reiniciando algo ou matando algum processo.

=================================================

Caso de exemplo:

root@cpro24294:~# date ; free -m
Thu Feb 29 08:19:14 -03 2024
                      total       used       free     shared    buffers     cached
Mem:         11760       8928       2831          0         10        184
-/+ buffers/cache:       8733       3027
Swap:         2507       1304       1203

root@cpro24294:~# ps fax -eo ""%mem user ppid pid cmd"" | sort -nr | head -n15
 3.1 107      10766 21630  \_ unicorn worker[0] -c config/unicorn.rb -E production -D                                                          
 2.0 107      10766 21382  \_ unicorn worker[1] -c config/unicorn.rb -E production -D                                                          
 1.6 107      20635 21625  \_ resque-1.27.4: Processing plesk_domains_worker since 1709204702 [Machine::Plesk::DomainsWorker]
 1.5 107      20222 22928  \_ resque-1.27.4: Processing plesk_domains_worker since 1709205039 [Machine::Plesk::DomainsWorker]
 1.4 107      22152 22846  \_ resque-1.27.4: Processing plesk_domains_worker since 1709205016 [Machine::Plesk::DomainsWorker]
 1.4 107      20384 19877  \_ resque-1.27.4: Processing plesk_domains_worker since 1709204321 [Machine::Plesk::DomainsWorker]
 1.2 107      20556 19807  \_ resque-1.27.4: Processing plesk_domains_worker since 1709204321 [Machine::Plesk::DomainsWorker]
 1.1 root     29688 29690          \_ ./script_cpanel.rb                                   
 1.1 107      22148 22721  \_ resque-1.27.4: Processing plesk_domains_worker since 1709204990 [Machine::Plesk::DomainsWorker]
 1.1 107      22142 22922  \_ resque-1.27.4: Processing plesk_domains_worker since 1709205037 [Machine::Plesk::DomainsWorker]
 1.1 107      20676 21871  \_ resque-1.27.4: Processing plesk_domains_worker since 1709204772 [Machine::Plesk::DomainsWorker]
 1.1 107      20601 22984  \_ resque-1.27.4: Processing plesk_domains_worker since 1709205055 [Machine::Plesk::DomainsWorker]
 1.1 107      20580 21989  \_ resque-1.27.4: Processing plesk_domains_worker since 1709204805 [Machine::Plesk::DomainsWorker]
 1.1 107      20552 22735  \_ resque-1.27.4: Processing plesk_domains_worker since 1709204999 [Machine::Plesk::DomainsWorker]
 1.1 107      20549 23086  \_ resque-1.27.4: Processing plesk_domains_worker since 1709205082 [Machine::Plesk::DomainsWorker]
root@cpro24294:~#

root@cpro24294:~# swapoff -a && swapon -a

root@cpro24294:~# date ; free -m
Thu Feb 29 08:25:58 -03 2024
             total       used       free     shared    buffers     cached
Mem:         11760       7214       4546          0         11        196
-/+ buffers/cache:       7006       4754
Swap:         2507          0       2507
root@cpro24294:~# 

=================================================

Att.",,"O consumo principal das cpro24294 - cpro24293 esta sendo causado pelas maquinas de Redis (cegela0091 e cegela0092), aplicado ajustar nas maquinas de redis, corrigindo o consumo de memória e a queda dos servidores de redis e estabilizando o ambiente do conciliator.

Peço que monitorem essa solução:
================================================================================
root@cegela0091:~# tail -f /var/log/redis/redis-server.log
724:M 27 Mar 15:17:45.062 * 1000 changes in 1800 seconds. Saving...
724:M 27 Mar 15:17:46.695 * Background saving started by pid 2124
2124:C 27 Mar 15:17:55.509 * DB saved on disk
2124:C 27 Mar 15:17:55.543 * RDB: 3 MB of memory used by copy-on-write
724:M 27 Mar 15:17:55.621 * Background saving terminated with success
724:M 27 Mar 15:47:56.066 * 1000 changes in 1800 seconds. Saving...
724:M 27 Mar 15:47:57.511 * Background saving started by pid 2724
2724:C 27 Mar 15:48:06.594 * DB saved on disk
2724:C 27 Mar 15:48:06.629 * RDB: 3 MB of memory used by copy-on-write
724:M 27 Mar 15:48:06.735 * Background saving terminated with success
================================================================================
root@cegela0091:~# free -m
             total       used       free     shared    buffers     cached
Mem:          8037       4339       3698          8         17        641
-/+ buffers/cache:       3679       4357
Swap:         2047          0       2047
================================================================================",173,44d391f61397aa00386c36666144b043
PRB0069607,Locaweb,Denise Lins,,SisCorp Financeiros-Operacionais,Guilherme  Andrade Salgado De Freitas,4 - Baixa,Locaweb - Sistemas Internos,Cobrança,Ajuste de Fatura,Em andamento,Bug,18/08/2025 08:54:27,Denise Lins,,,,,falso,Alteração de plano antes do fechamento não atualiza a fatura,"1 - Qual o problema?
Cliente fez a alteração/Upgrade de plano antes do fechamento da fatura porem a a fatura foi gerada com o valor do plano antigo.

2 - Qual o comportamento esperado?
Que ao ser realizado a alteração de plano antes do fechamento da fatura, a fatura quando gerada tenha o valor do novo serviço.

3 - Qual a solução esperada?
Que seja corrigido todos os casos atrelados ao PRB, após change não acontecer com casos futuros e sejam ajustados os casos de antes da change também.
E que seja avaliado possíveis novos cenários e produtos que possam ter o mesmo problema, avaliando se necessário abertura de novo PRB caso seja diferente o problema raiz.

4 - Cliente de Evidência de Problema:

vcim (Cód. 441612)

1006512817

Data de fechamento da fatura: 10/08/2025
Data de cobrança: 10/08/2025

Serviço antigo:
Cloud Server Pro
Status Deletado
Cód. Provisioning: 68633251
Pedido: 42433458

Histórico:
05/08/2025 14:58:05	ana.bianca	-	Upgrade de plano: 0000000068633251, order-id: d0bd6926a8f7a764a4c227d2877bda64

Serviuço atual:
Cloud Server 16GB
cpro47743.publiccloud.com.br | Nome: SaaS - SHPGroup
Status Ativo
Cód. Provisioning: 72802679
Pedido: 42433458
5 - Qual o Impacto para a Empresa?
Aumento de contato e perda de receita

6 - Critério de Aceite do PRB
Correção do problema na raiz, correção dos casos atrelados a este PRB e validar se outros produtos/serviços podem ter o mesmo problema.

Atenciosamente, 
",,,25,8cd391f61397aa00386c36666144b041
PRB0073134,Locaweb,Nathalia Alves,IaaS Cloud API,Linux,,2 -  Alta,Locaweb - Sistemas Internos,Monitoração,Monitoração Sistemas,Aberto,Reincidência de incidente,21/05/2026 21:10:58,Nathalia Alves,,,,,falso,Problem: Pool: /Common/xpl_lw_iaas_cloud_api_https has insufficient backends (only 0 is UP),"Olá,

Estamos recebendo alertas do api-painel-servidores.locaweb.com.br, impactando o uso do painel-servidores.locaweb.com.br aos clientes, em alguns casos resolveram sem intervenção.

Problem started at 20:49:21 on 2026.05.21
Problem name: Pool: /Common/xpl_lw_iaas_cloud_api_https has insufficient backends (only 0 is UP)
Action: start
Host: f5ita03
Severity: P2 - Disaster
Event_ID: 531986750
Last Value: 0
Group: DEPLOYMENT, ZABBIXPROXY1
Dashboard Grafana: https://newdashboards.lwmon.com.br/d/fa515239-0139-4d4f-9a10-92bc0c967180/f5-disponibilidade-por-node-f5ita03?&var-POOL=""/Common/xpl_lw_iaas_cloud_api_https""&var-NODE=All

Poderiam verificar?

Atenciosamente.",,,2,44d391f61397aa00386c36666144b043
PRB0072303,Locaweb,Rafael Nascimento,,Squad E-mail Locaweb,,4 - Baixa,Locaweb - Email Go,Painel,Falha ao administrar as contas,Aberto,Bug,11/03/2026 18:52:57,Rafael Nascimento,,,,,falso,"[Email Go] - domínio travado com status de ""Alterando domínio"" Ref PRB0066283","Cliente esta com o domínio com status ""Alterando domínio"", no banco o mesmo sege ativo conforme o select abaixo. Conforme metabase domínio esta ligado apenas ao login ""melyssalavor"".

METABASE - https://metabase.locaweb.com.br/public/dashboard/62bdeca9-fde6-4bfe-82c6-00f5010814da?digite_o_dom_nio=excengenharia.com.br


MariaDB [dovecotie]> select * from domain where domain_name ='excengenharia.com.br'\G
*************************** 1. row ***************************
                    id: 750809
        customer_login: melyssalavor
      domain_id_master: 0
domain_master_username: NULL
domain_master_password: NULL
           domain_name: excengenharia.com.br
           domain_home: /storage/8/8/8/e/3/etnsa.com.br
               aliases: 0
             mailboxes: 0
             transport: locamail
           external_mx: 0
               created: 2026-03-05 12:53:02
              modified: 2026-03-05 12:53:02
                active: 1
          access_check: 0
           access_type: recipient
         access_action: RELAY
            helo_check: 0
           helo_action: REJECT You are not me
1 row in set (0.000 sec)

MariaDB [dovecotie]>




  ""results"": [
    {
      ""id"": 115020,
      ""domain_name"": ""excengenharia.com.br"",
      ""owner_id"": 73157336,
      ""created_at"": ""2026-03-05T11:52:08.088Z"",
      ""updated_at"": ""2026-03-09T18:01:43.673Z"",
      ""domain_id"": null,
      ""status"": ""changing_domain"",
      ""customer_login"": ""melyssalavor"",
      ""password_expiration_frequency"": 90,
      ""client_deletion_request_at"": null,
      ""scheduled_hard_delete_to"": null,
      ""has_domain_validated"": true,
      ""blocked_at"": null,
      ""has_customer_security_mailbox"": false,
      ""mailbox_quotas"": ""{\""three\"":6}""
    }
  ],
  ""count"": 1,
  ""limit"": null,
  ""offset"": null,
  ""previous"": null,
  ""next"": null
}",,,6,4cd391f61397aa00386c36666144b03f
PRB0058097,Locaweb,Jessica Silva,Email Marketing,Squad E-mail Marketing,,3 - Média,Locaweb - E-mail Marketing Novo,Envio,Falha,Aguardando Validação da Resolução,Bug,24/02/2021 18:19:13,Jessica Silva,,,Falha de Aplicação,,falso,[Email Marketing] - Instalação pendente devido ao login já em uso,"Cliente contratou dois planos Email Marketing Start por engano e desta forma, solicitou o cancelamento do plano abaixo, porém, travou em desativando 7.2:

http://emkt-provisioner.locaweb.com.br/sidekiq/retries/1614239776.6942687-4e4877a380ffcb914a1088c4

Mensagem de erro 	Cannot transition state via :disable from :pending (Reason(s): Service login já está em uso)


E o plano na qual solicita a contratação, travou em ativação:

http://emkt-provisioner.locaweb.com.br/sidekiq/retries/1614260646.307984-015283c3f9c8f28046f7e30c

Mensagem de erro 	Service login já está em uso

---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Email Marketing Start 	Data de instalação 	Status
emailmarketing.locaweb.com.br | Usuário: hbretas | Cód. Provisioning: 68361135 	23/02/2021 12:24 	Desativando
Instalado em Email Marketing Start - emailmarketing.locaweb.com.br | Usuário: hbretas 	
Ver detalhes
Email Marketing Start 	Data de instalação 	Status
emailmarketing.locaweb.com.br | Usuário: hbretas | Cód. Provisioning: 68361134 		Em ativação
Instalado em Email Marketing Start - emailmarketing.locaweb.com.br | Usuário: hbretas 

---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------",,"Problema:
Clientes com múltiplos planos Email Marketing tinham instalações e desativações travadas com o erro Cannot transition state via :disable from :pending (Reason(s): Service login já está em uso. O fluxo de provisioning ficava preso em estados pending (ativação) ou desativando, bloqueando a gestão dos planos.

Causa Raiz:
Race condition no emkt-provisioner. Quando dois ou mais workers Sidekiq processavam feeds do mesmo cliente em janelas curtas de tempo (compras simultâneas, retries automáticos do Sidekiq, provisionamentos bundled), ambos liam a mesma contagem de contas antes de qualquer INSERT ser concluído, gerando o mesmo service_login para registros distintos. Como a coluna não possui constraint UNIQUE no banco, ambos os INSERTs eram aceitos, criando duplicatas que corrompiam as transições de estado posteriores.

Solução Implementada:

1. Correção preventiva :
Serialização da execução de feeds do mesmo cliente no InstallWorker utilizando a gem sidekiq-unique-jobs com estratégia :while_executing e chave de unicidade por customer_id. Com isso, feeds do mesmo cliente passaram a executar um por vez, eliminando a janela de race condition na geração do service_login.

2. Tratamento de legado:
Implementação e execução de rake tasks para corrigir os 229 service_logins duplicados pré-existentes no banco (484 registros no total: 477 pending, 3 disabled, 3 enabled, 1 removed):

Registros de contas já instaladas no EMKT: service_login original mantido, estado atualizado para enabled
Demais registros duplicados: service_login único gerado (padrão {client_login}{count}), estado atualizado para disabled
Backup CSV gerado para auditoria e rollback

Resultado:
Nenhum service_login duplicado permanece no banco. Novos provisionamentos paralelos do mesmo cliente são serializados, prevenindo recorrência. ",41,c4d391f61397aa00386c36666144b041
PRB0066895,Locaweb,Daniel Alves,Email - Locamail,SisCorp Financeiros-Operacionais,Paloma Chaves Silva,3 - Média,Locaweb - Email Go,Painel,Falha ao administrar as contas,Em andamento,Bug,22/12/2024 09:34:27,Roberto Caracciolo,,,,,falso,[Painel - Email Go] - Hospedagem desacoplada sem opção para adicionar domínio,"Identificado no INC8244376 que o painel de e-mail não apresenta opção para adicionar o domínio após o provisionamento do produto.

Login: intercont73524
Dominio: intercont.com.br",,,204,4cd391f61397aa00386c36666144b03f
